"";"Player";"Team";"R";"ACS";"K.D";"KAST";"ADR";"Elo"
"Seanny";"Seanny";"Stoi";0,7;175,5;0,75;62;105,4;2
"HoKoX";"HoKoX";"PHX";0,7;156,5;0,61;55;109,2;1
"darklord";"darklord";"NTLN";0,7;154,8;0,65;58;100,5;1
"UJ";"UJ";"NBD";0,7;179,8;0,65;55;115,4;1
"Girin";"Girin";"RAX";0,7;170,7;0,59;61;115,8;1
"Risa";"Risa";"TES";0,7;187,3;0,66;67;119,6;2
"abeL";"abeL";"BHOP";0,7;176,9;0,65;64;116,3;2
"Koneko";"Koneko";"Bonk";0,7;156;0,72;59;106,7;1
"awn";"awn";"Unbi";0,7;162,6;0,69;62;106,3;1
"Spectre";"Spectre";"Rega";0,7;168;0,65;55;111,5;1
"JKG";"JKG";"TGH";0,7;125,8;0,54;60;86,2;1
"Misaya";"Misaya";"SG";0,7;151;0,64;62;97,3;1
"candys";"candys";"EMPIRE";0,7;166,8;0,6;66;115;2
"Sosa";"Sosa";"VEXO";0,7;169,2;0,65;60;112,1;1
"shinobi";"shinobi";"CLG";0,7;158;0,74;60;103,9;1
"Reski";"Reski";"GSNS";0,7;173,2;0,67;60;112;2
"itsizanami";"itsizanami";"Fort";0,7;160,8;0,66;57;105,7;1
"West.1";"West";"SHFT";0,7;169,3;0,6;58;108,7;1
"don";"don";"KESC";0,7;189;0,75;57;124,4;2
"Zodiac";"Zodiac";"Rega";0,7;157,6;0,6;53;110;1
"pipsoN";"pipsoN";"GIA";0,7;171,2;0,83;63;111,2;2
"b0rja";"b0rja";"GG";0,69;193,1;0,79;62;126,3;2
"kiko";"kiko";"Orio";0,69;177,5;0,67;59;115,1;2
"MP";"MP";"NOR";0,69;136,7;0,56;53;79,7;1
"rTd";"rTd";"NXLGA";0,69;162,3;0,61;59;109,2;1
"otaQ";"otaQ";"TC";0,69;157,5;0,6;61;105,2;1
"Weso";"Weso";"CCG";0,69;187,5;0,74;64;116,8;2
"Buh";"Buh";"Lah Kae";0,69;172;0,59;68;112,6;2
"Mixaa";"Mixaa";"Zero";0,69;192,5;0,77;63;132,6;2
"gRIGUAj";"gRIGUAj";"DSY";0,69;187,1;0,7;48;113,4;1
"y0r";"y0r";"Zero";0,69;168,3;0,69;62;110,1;2
"Turnup";"Turnup";"eU";0,69;165,6;0,74;60;111,3;2
"Mark.1";"Mark";"Drag";0,69;167,7;0,65;55;110,8;1
"Naoidesu";"Naoidesu";"LYFT";0,69;169,7;0,69;54;111,9;1
"EGLyiuu";"EGLyiuu";"Espo";0,69;134;0,59;54;94,2;1
"Enbyus";"Enbyus";"Gun";0,69;158,8;0,62;59;113,2;1
"Kentrax";"Kentrax";"QLSH";0,69;154,8;0,71;68;102,1;2
"SoRrY";"SoRrY";"NOMA";0,69;143,3;0,61;58;102,9;1
"Tn";"Tn";"TM.A";0,69;176,6;0,68;57;119,8;2
"Cici";"Cici";"LEV.F";0,69;149;0,58;68;101,6;1
"serj";"serj";"TFT";0,69;159;0,6;56;103,9;1
"Sadness";"Sadness";"TYLOO";0,69;153,8;0,64;58;102,6;1
"Che";"Che";"SVR";0,69;152;0,64;66;93,4;1
"gv";"gv";"Kantic";0,69;136,3;0,65;62;90,6;1
"Chechuu";"Chechuu";"ZETA";0,69;163,6;0,68;63;105,2;1
"Azuki";"Azuki";"3VN";0,69;163,3;0,58;61;113,9;1
"Drakious";"Drakious";"TO";0,69;147;0,63;62;98,8;1
"SexyChristian";"SexyChristian";"Scoo";0,69;146,2;0,61;60;101;1
"Opa";"Opa";"Otob";0,69;151,7;0,71;52;101,2;1
"SeolHo";"SeolHo";"SPG";0,69;149,4;0,71;64;97,8;1
"Mandeep";"Mandeep";"Insi";0,69;134;0,54;59;100,9;1
"kortez";"kortez";"AD I";0,69;157;0,62;60;106,5;1
"Sam4irukanji";"Sam4irukanji";"M42";0,69;152,1;0,61;61;106,8;1
"DellTero";"DellTero";"K16";0,69;151,8;0,62;61;100,4;1
"Dreamz";"Dreamz";"DV";0,69;157,6;0,65;55;103,2;1
"INSOMNIA";"INSOMNIA";"Team";0,69;148,8;0,66;57;96,3;1
"He11sing";"He11sing";"Euph";0,69;162,1;0,67;59;108,8;1
"Monkey";"Monkey";"CCG";0,69;149,2;0,61;60;96,1;1
"ZpetZ";"ZpetZ";"Dadd";0,69;192,3;0,68;57;122,6;2
"AvRaK";"AvRaK";"BJE";0,69;145,1;0,66;58;97,2;1
"Luky";"Luky";"FG";0,69;202,8;0,85;69;131;2
"PinGlélélé";"PinGlélélé";"WaVii";0,69;150,4;0,61;54;94,8;1
"Skajdedd";"Skajdedd";"FAR";0,69;138,9;0,53;56;93;1
"Red";"Red";"Rhyn";0,69;157,9;0,68;62;104,7;1
"BEWATER";"BEWATER";"TYLOO";0,69;148,6;0,69;58;99,5;1
"LUNIX";"LUNIX";"SPL";0,69;157,8;0,67;56;100;1
"Kiki";"Kiki";"KDA";0,69;178,3;0,67;50;119,7;1
"AmR";"AmR";"SEQ";0,69;196,7;0,64;62;134,7;2
"hazgi";"hazgi";"TMP";0,69;203,6;0,88;66;139,8;3
"ShuvFreakz";"ShuvFreakz";"XLE";0,69;147,1;0,62;59;96,7;1
"MEGATRON";"MEGATRON";"LE";0,69;140,2;0,61;55;98,5;1
"rebelz";"rebelz";"mm";0,69;167,8;0,7;67;110,7;2
"KriminaL";"KriminaL";"FL";0,69;162;0,69;61;109,7;1
"vint";"vint";"UC";0,69;171,6;0,66;51;110,8;1
"Drios";"Drios";"RE";0,69;142,7;0,71;61;90,8;1
"Fudge";"Fudge";"Mustang";0,69;132,3;0,62;59;84,5;1
"OPGLawyers";"OPGLawyers";"UP";0,69;175,4;0,67;63;117,2;2
"chicago";"chicago";"MRG";0,69;192,3;0,71;63;133,8;2
"TNKJ";"TNKJ";"KRS";0,69;153,8;0,65;61;99;1
"jona";"jona";"AT";0,69;171,2;0,66;62;122;2
"B1ngSu";"B1ngSu";"DFR";0,69;163,6;0,66;57;112,1;1
"shrouts";"shrouts";"RB";0,69;159,4;0,65;61;105;1
"Folkslore";"Folkslore";"Devi";0,69;161,9;0,64;58;107,6;1
"Jinnie";"Jinnie";"Hype";0,69;151,1;0,66;58;102;1
"Devil";"Devil";"Arrow";0,69;148,3;0,6;59;101,6;1
"leah";"leah";"SLR";0,69;150,7;0,62;58;100,8;1
"Animal";"Animal";"PMK";0,69;145,6;0,52;64;96,3;1
"YURI";"YURI";"MLC";0,69;171,6;0,69;55;110,5;1
"Shockah.1";"Shockah";"Bobackah
																			100e";0,69;178,8;0,69;61;119,6;2
"kierson";"kierson";"NoM";0,68;134,4;0,61;62;93,9;1
"gosha";"gosha";"Zeni";0,68;159,6;0,68;57;102,2;1
"C8Jason";"C8Jason";"VF";0,68;162;0,59;57;101,8;1
"JDawnX";"JDawnX";"Free";0,68;150,7;0,58;55;101,1;1
"ADAM";"ADAM";"Nativz";0,68;137,4;0,59;62;88,6;1
"inari";"inari";"WITC";0,68;158,5;0,72;56;105,8;1
"god";"god";"marin";0,68;153;0,58;54;100;1
"dOME";"dOME";"TOG";0,68;133;0,58;59;89,2;1
"kiyo";"kiyo";"SHIN";0,68;159;0,57;53;101,2;1
"Krill";"Krill";"TK";0,68;169,4;0,63;59;117,5;1
"Musyka";"Musyka";"4RL";0,68;136,9;0,54;59;94,2;1
"krushty";"krushty";"DOES";0,68;143,7;0,66;56;102,3;1
"Schwi";"Schwi";"RN";0,68;135,6;0,59;57;91,4;1
"stiVe";"stiVe";"WaVii";0,68;171,4;0,67;56;108,1;1
"PadangRice";"PadangRice";"Voya";0,68;165;0,66;67;120,3;2
"Audaki";"Audaki";"fR";0,68;155;0,59;43;103,2;1
"Binz";"Binz";"NTLN";0,68;157;0,56;62;108,7;1
"Karen";"Karen";"DPC";0,68;160,8;0,62;58;102,5;1
"Krazen";"Krazen";"Cang";0,68;133,3;0,46;64;88,3;1
"McKinley";"McKinley";"WYWM";0,68;152,6;0,61;66;93,9;1
"X1RWND";"1RWND";"EKO";0,68;159,8;0,64;65;101,6;1
"Natalcia";"Natalcia";"MIDA";0,68;145,3;0,62;63;91,1;1
"ginger";"ginger";"SPAR";0,68;175,6;0,67;52;112,9;1
"Cle_fairy";"Cle_fairy";"FWOG";0,68;183,6;0,68;56;120,7;2
"Khaled";"Khaled";"Stay";0,68;187,9;0,73;59;132,9;2
"MOOD";"MOOD";"Ecle";0,68;169,7;0,65;68;107,7;2
"TAID";"TAID";"iNv";0,68;135,7;0,55;63;83,3;1
"marqnue";"marqnue";"FF.Y";0,68;157,6;0,75;59;99,2;1
"D4ve2k";"D4ve2k";"ExO";0,68;170,6;0,63;64;104,5;1
"thinkii";"thinkii";"TQ";0,68;154,3;0,64;64;98,2;1
"ImJustDevin";"ImJustDevin";"NG";0,68;132,3;0,61;58;92,6;1
"PxL";"PxL";"ATHZ";0,68;186,5;0,8;73;121,3;2
"TheBlayder";"TheBlayder";"EMPIRE";0,68;175,2;0,63;61;115,5;2
"Ragnar";"Ragnar";"Vend";0,68;171;0,66;64;100,4;1
"NyzoR";"NyzoR";"CLIM";0,68;166,8;0,65;63;109,9;2
"moony";"moony";"AME";0,68;163,8;0,68;60;88,6;1
"aniN";"aniN";"TK";0,68;144,8;0,64;62;90,2;1
"Diarmuid";"Diarmuid";"SB";0,68;179,3;0,68;66;115,4;2
"SebiHussle";"SebiHussle";"FTW.EVO";0,68;147,9;0,59;60;92,4;1
"Motaa";"Motaa";"HG";0,68;124,4;0,52;65;85,8;1
"flowia";"flowia";"Ista";0,68;157,6;0,64;53;100,5;1
"Tigax";"Tigax";"FTW.EVO";0,68;165,7;0,68;56;107,4;1
"Renn";"Renn";"DEWA";0,68;152,1;0,62;66;107,9;1
"duy";"duy";"cs
																			Rapt";0,68;136,2;0,64;58;95,1;1
"alexpalex";"alexpalex";"AE";0,68;148,7;0,61;58;92,2;1
"glowy";"glowy";"TCE";0,68;97,3;0,32;41;62;1
"Soapytw";"Soapytw";"VEXO";0,68;144,2;0,63;62;92,8;1
"Giu";"Giu";"4RL.H";0,68;174,8;0,66;65;116,3;2
"MARIO";"MARIO";"Goom";0,68;179,6;0,88;49;122,1;2
"sapph";"sapph";"CG";0,68;151,8;0,6;56;100,1;1
"HSK";"HSK";"DNG";0,68;164,8;0,69;64;108,9;2
"Jbzz";"Jbzz";"MDR";0,68;166,1;0,6;60;113,4;1
"jackanoryy";"jackanoryy";"NEXU";0,68;227,6;0,91;57;149,8;3
"Aimless.2";"Aimless";"Frag";0,68;159;0,7;60;96,4;1
"Noodle";"Noodle";"UP.F";0,68;163,2;0,66;63;101,6;1
"Jenna";"Jenna";"YFPB";0,68;150;0,64;59;103,3;1
"Ask";"Ask";"RIG";0,68;119,2;0,52;60;77,5;1
"petr";"petr";"Cybe";0,68;170,4;0,72;51;110,6;1
"Lynzr";"Lynzr";"TST";0,68;176;0,59;49;114,2;1
"valder";"valder";"VEN";0,68;173,5;0,88;62;113,7;2
"Legitqueeen";"Legitqueeen";"ARF.S";0,68;139,9;0,62;70;93;1
"lorde";"lorde";"BeeL";0,68;168,5;0,7;53;112;1
"takobonita";"takobonita";"Ista";0,68;165,8;0,7;54;109,5;1
"sacul";"sacul";"Toky";0,68;162;0,59;58;108,9;1
"Buhms";"Buhms";"Roul";0,68;165,7;0,67;63;108,5;2
"Twizdd";"Twizdd";"HLD";0,68;153,5;0,61;64;102,9;1
"TOTA";"TOTA";"PNT";0,68;163,5;0,67;60;107,4;1
"Kenzie";"Kenzie";"LILI";0,68;166,4;0,65;52;114,6;1
"Dauerrr";"Dauerrr";"ヅ
																			BTF";0,67;163;0,68;59;108,2;1
"Reve";"Reve";"ENRA";0,67;125;0,57;59;88,6;1
"Atticus";"Atticus";"Egir";0,67;149,3;0,65;58;96,6;1
"Maybe";"Maybe";"X13";0,67;166,7;0,62;63;109,3;1
"kuropon";"kuropon";"RAX";0,67;155;0,68;54;96,9;1
"KQC3x";"KQC3x";"Team";0,67;191,8;0,86;58;126,4;2
"Spolen";"Spolen";"RDL";0,67;149,1;0,63;58;98,8;1
"SUNB1RD";"SUNB1RD";"5D";0,67;158;0,6;61;110,2;1
"Metchin";"Metchin";"Wish";0,67;176,1;0,76;61;105;2
"EndU";"EndU";"GP";0,67;146,8;0,58;63;101;1
"roX";"roX";"INFX";0,67;180,2;0,71;53;120,4;1
"TaKina";"TaKina";"SUN7";0,67;150,1;0,61;66;97,9;1
"FIERCE1";"FIERCE1";"AE";0,67;156,6;0,6;63;100,6;1
"ItMakesSens";"ItMakesSens";"Gary";0,67;194;0,68;53;128,3;2
"Social";"Social";"Up N";0,67;158,2;0,6;61;109,5;1
"y1g";"y1g";"ASE";0,67;158,2;0,59;56;100,5;1
"FErrr";"FErrr";"DEWA";0,67;158,9;0,62;61;101,9;1
"Rex0";"Rex0";"Indi";0,67;150,5;0,57;60;105,1;1
"EddeN";"EddeN";"MSES";0,67;193,3;0,77;58;114,6;2
"Lindsey";"Lindsey";"SRN.P";0,67;138,7;0,58;46;89,3;1
"genuine";"genuine";"AIM";0,67;157,1;0,67;65;100,3;1
"RCSoldier";"RCSoldier";"ATS";0,67;164,9;0,66;59;102;1
"Danda";"Danda";"FG";0,67;142,8;0,58;56;98,8;1
"ashl3y";"ashl3y";"XAN";0,67;152,7;0,64;49;91,8;1
"xeus";"xeus";"WEDA";0,67;149,8;0,64;55;100,3;1
"ZneKai";"ZneKai";"NXL";0,67;174,8;0,76;56;120,2;2
"cciscray";"cciscray";"Unbi";0,67;146,6;0,61;60;96,5;1
"mW";"mW";"OVA";0,67;143;0,65;60;89,6;1
"myrean";"myrean";"AURA";0,67;146,7;0,55;61;90,8;1
"nepgear";"nepgear";"USC";0,67;140;0,64;63;88,4;1
"riley";"riley";"Jell";0,67;170,8;0,64;59;108,5;1
"Obe";"Obe";"Illu";0,67;159,3;0,63;49;106,6;1
"jam";"jam";"Vitr";0,67;165,8;0,69;61;104,2;1
"Danii";"Danii";"WHIT";0,67;151,8;0,65;63;103,5;1
"ronaldo";"ronaldo";"OOKE";0,67;173;0,78;58;113,1;2
"XNI";"XNI";"AMR";0,67;150,3;0,63;49;89,6;1
"coldy";"coldy";"VALK";0,67;145,1;0,63;61;99,6;1
"Puffin";"Puffin";"AME";0,67;152,6;0,61;60;101,3;1
"wh1sk";"wh1sk";"AREA";0,67;164,3;0,81;62;114,7;2
"BALLI";"BALLI";"OS";0,67;163,6;0,61;56;110;1
"vaLi";"vaLi";"HEETI";0,67;142,5;0,66;51;96,3;1
"SharkaiM";"SharkaiM";"tryo";0,67;163,5;0,66;53;111,6;1
"ionest";"ionest";"Mant";0,67;181,5;0,63;62;132,2;2
"WeHax";"WeHax";"MCS";0,67;128;0,48;56;88,7;1
"Tanjiro";"Tanjiro";"Taip";0,67;170,2;0,58;54;97,4;1
"sp11cey";"sp11cey";"NGEN";0,67;148,7;0,57;67;77,7;1
"allex";"allex";"eM";0,67;163;0,63;58;109,1;1
"uwububbles";"uwububbles";"KDA";0,67;151,3;0,55;57;96,1;1
"Starky";"Starky";"GSNS";0,67;149,2;0,61;60;108,6;1
"Fer";"Fer";"giga";0,67;175;0,73;57;122;2
"nedg";"nedg";"BigP";0,67;137,4;0,57;59;93,1;1
"shanee";"shanee";"Arrow";0,67;176,3;0,65;59;121,8;2
"Shuffle";"Shuffle";"HOWL";0,67;144,7;0,62;61;98,4;1
"Laze";"Laze";"EXEN";0,67;165,2;0,59;56;103,7;1
"laggeR";"laggeR";"ANO";0,67;136;0,56;66;85,5;1
"FerrariPICK";"FerrariPICK";"MAC";0,67;170,1;0,7;57;109,7;1
"Crit";"Crit";"Zeni";0,67;187,1;0,76;54;122,7;2
"darkeest";"darkeest";"Mack";0,67;128,8;0,51;63;88,6;1
"Fonk";"Fonk";"DR";0,67;147,6;0,62;62;100,3;1
"DcTzR";"DcTzR";"Chic";0,67;182,9;0,7;54;119,1;1
"m4rco";"m4rco";"BJK";0,67;156,2;0,71;57;109,5;1
"naisu";"naisu";"GF";0,67;159,4;0,69;58;105,5;1
"Gonnak";"Gonnak";"AKV";0,67;198,1;0,82;63;124,8;2
"Elaine";"Elaine";"SVR";0,67;145,9;0,56;60;95,3;1
"Jeje";"Jeje";"CpG";0,67;183,3;0,73;55;122,6;2
"Tretli";"Tretli";"vani";0,67;142,4;0,56;56;102,9;1
"haGE";"haGE";"TFR";0,67;167,4;0,65;63;106,1;1
"Yiramos";"Yiramos";"LCA";0,67;169,5;0,64;51;111,1;1
"Jini";"Jini";"DUDES";0,67;150;0,59;61;95,1;1
"Spades";"Spades";"SF";0,67;185,5;0,74;54;125,5;2
"Agr0";"Agr0";"CRWN";0,66;166,6;0,68;59;112,4;1
"Ayaèrna";"Ayaèrna";"DECL";0,66;155;0,53;52;104,7;1
"NeyugPTwoK6";"NeyugPTwoK6";"FNX";0,66;152,2;0,62;60;93,8;1
"Sin";"Sin";"FLUX";0,66;152,2;0,58;51;102,5;1
"HulkzteN";"HulkzteN";"XYZ";0,66;169,3;0,67;64;113,1;2
"Kurama";"Kurama";"NF";0,66;154;0,61;62;101,9;1
"Hikari";"Hikari";"Brea";0,66;140,3;0,59;55;99,1;1
"wokez";"wokez";"Proj";0,66;151,2;0,66;52;104,6;1
"but0x";"but0x";"ACE";0,66;163,7;0,63;54;105,1;1
"Sharky";"Sharky";"S7";0,66;164,3;0,74;44;100,1;1
"Hyel";"Hyel";"WX";0,66;161;0,68;62;99,6;1
"Kayn";"Kayn";"HEETI";0,66;169,9;0,67;60;101,5;1
"Enz0";"Enz0";"Maso";0,66;180,5;0,62;53;103,8;1
"Ephialtes";"Ephialtes";"OS";0,66;191;0,95;65;130,4;2
"tazix";"tazix";"VRT";0,66;157,3;0,6;50;100,3;1
"Ryxoz";"Ryxoz";"GenZ";0,66;173,6;0,61;55;117,9;1
"ZEPRii";"ZEPRii";"nW";0,66;141,7;0,59;63;89,1;1
"swg";"swg";"TK";0,66;158,8;0,58;61;99,5;1
"IceC0ke";"IceC0ke";"NOX";0,66;147;0,59;65;97,1;1
"HOWBOUDAT";"HOWBOUDAT";"NTLN";0,66;178,4;0,66;55;113,6;1
"Ames";"Ames";"SHIF";0,66;170,6;0,67;54;116,1;1
"Flomac";"Flomac";"Chic";0,66;175,5;0,75;57;106,9;1
"wes";"wes";"PXL";0,66;134,3;0,54;56;88,2;1
"DaeGi";"DaeGi";"GP";0,66;169,9;0,71;57;110;1
"heart";"heart";"SLR";0,66;150;0,61;64;98,3;1
"mo";"mo";"TMX";0,66;144,3;0,6;55;105,2;1
"V1K1NG";"V1K1NG";"PHXE";0,66;153,7;0,61;59;100;1
"hacker";"hacker";"ROG";0,66;142,2;0,59;63;96,3;1
"EXECUTIVE";"EXECUTIVE";"DawN";0,66;152;0,63;55;98,7;1
"Daimyo";"Daimyo";"AOE";0,66;169;0,66;63;111,2;2
"Cata";"Cata";"FSN.X";0,66;147,4;0,57;57;103,3;1
"HemixFlatroo";"HemixFlatroo";"Woof";0,66;132,7;0,49;55;93;1
"lichi";"lichi";"BHOP";0,66;165,5;0,67;56;104,2;1
"Kail";"Kail";"PG";0,66;164,3;0,73;59;89,4;1
"一";"一";"途";0,66;119,3;0,51;61;82;1
"Kyrei";"Kyrei";"AE";0,66;170;0,67;47;124,2;1
"Akio";"Akio";"G8S";0,66;155;0,69;58;103,6;1
"Matted";"Matted";"LPH";0,66;156,6;0,62;62;103,5;1
"steadyy";"steadyy";"TAC";0,66;148;0,61;63;99,7;1
"JxN";"JxN";"X Te";0,66;171,5;0,63;50;113,7;1
"Highfisch";"Highfisch";"SENT";0,66;132,1;0,56;54;96,9;1
"n1ckyW";"n1ckyW";"FNX";0,66;145,3;0,53;65;96,5;1
"West.2";"West";"DDLM";0,66;173;0,66;64;113,8;2
"Nakirye";"Nakirye";"PXL";0,66;157,9;0,68;59;110;1
"polarbear";"polarbear";"TF";0,66;149,3;0,64;60;102,5;1
"hoot";"hoot";"Mach";0,66;145,8;0,65;63;98,4;1
"spaz";"spaz";"Sewe";0,66;142,3;0,62;71;92,8;1
"SlainEZy";"SlainEZy";"Ever";0,66;169,8;0,64;55;118,3;1
"HangHang";"HangHang";"Q9";0,66;156,3;0,63;65;108;1
"Kawaii.1";"Kawaii";"YFPB";0,66;156,9;0,61;59;108,4;1
"Laisha";"Laisha";"Agog";0,66;133,5;0,53;60;95,8;1
"Taffs";"Taffs";"DSRX";0,66;120;0,66;57;89,6;1
"platinum";"platinum";"IGNIS";0,66;181;0,83;51;121,3;2
"KRON513";"KRON513";"KABA";0,66;220,3;0,83;42;130,9;2
"kato";"kato";"giga";0,66;216,1;0,99;55;140,4;3
"zoady";"zoady";"Illu";0,66;150,4;0,59;58;105,4;1
"Kanove";"Kanove";"Blac";0,66;186,4;0,7;60;123,5;2
"Sk9Na";"Sk9Na";"GP";0,66;149,3;0,64;64;99,1;1
"manual";"manual";"TMV";0,66;172,8;0,58;52;114,1;1
"KyuD";"KyuD";"Gran";0,66;132,6;0,52;53;82,3;1
"saurav";"saurav";"MM";0,66;154;0,6;59;96,4;1
"Snupix";"Snupix";"Igni";0,65;137,6;0,58;62;94,8;1
"SARANOSTRA";"SARANOSTRA";"RARE";0,65;177,1;0,81;61;118,6;2
"squishys";"squishys";"papa";0,65;184;0,66;63;109,3;2
"Dulla";"Dulla";"Cavalry";0,65;150;0,53;56;103,3;1
"Pigruto";"Pigruto";"X Te";0,65;127,3;0,59;52;89,7;1
"momoko";"momoko";"ASE";0,65;132,4;0,61;61;86,6;1
"WA7iD";"WA7iD";"SEQ";0,65;151,3;0,62;57;106,4;1
"rey";"rey";"OXR";0,65;166,6;0,68;58;109,6;1
"fancy9";"fancy9";"XLE";0,65;154,5;0,65;58;107,2;1
"RobbY";"RobbY";"MDS";0,65;119,3;0,48;52;77,6;1
"Face";"Face";"KDM";0,65;133,5;0,65;72;95,4;1
"xyta";"xyta";"PW";0,65;143,3;0,67;64;102,5;1
"wide";"wide";"IAS";0,65;141,3;0,47;50;86;1
"napkin";"napkin";"New";0,65;141,4;0,62;58;97,3;1
"z1pAx";"z1pAx";"AMZ";0,65;151,3;0,62;59;95,4;1
"GrTw";"GrTw";"LN";0,65;172,9;0,63;60;111,3;1
"Bake";"Bake";"Show
																			O.O.";0,65;154,1;0,62;57;99,3;1
"Vibes";"Vibes";"ELV";0,65;157,6;0,65;53;100,1;1
"KaleZ";"KaleZ";"SHIF";0,65;150,3;0,63;57;98,5;1
"BCLound";"BCLound";"DOM";0,65;154,6;0,59;60;102,4;1
"frenzaa";"frenzaa";"SRPS";0,65;160,7;0,68;53;103,2;1
"Jennie";"Jennie";"Kim";0,65;190;0,84;56;129;2
"Jinji";"Jinji";"NTLN";0,65;164,7;0,69;55;103,5;1
"Paint";"Paint";"EVA";0,65;152,7;0,63;55;110,4;1
"Shin";"Shin";"V9";0,65;188,8;0,67;57;131;2
"victorsoN";"victorsoN";"LLH";0,65;120,6;0,52;59;79;1
"Avenger";"Avenger";"Saku";0,65;152,2;0,61;58;109,7;1
"billie";"billie";"AKAT";0,65;137,3;0,57;67;95,9;1
"B9lint";"B9lint";"VER";0,65;207,7;0,85;55;135,6;2
"hzINSANE";"hzINSANE";"Arrow";0,65;160,3;0,57;59;118,7;1
"handew";"handew";"IB";0,65;176,8;0,84;58;115,1;2
"Bubbles";"Bubbles";"Orio";0,65;162,4;0,61;51;103,3;1
"Kjeaggie";"Kjeaggie";"zTit";0,65;145,4;0,64;67;99;1
"Misty";"Misty";"BCGF";0,65;153,6;0,6;60;105,6;1
"MLK";"MLK";"YZ";0,65;174,8;0,79;41;119,4;1
"YoungPork";"YoungPork";"GLAB";0,65;151,2;0,71;59;110,2;1
"ONiCHAi";"ONiCHAi";"No C";0,65;148,2;0,61;60;95,9;1
"Morthe";"Morthe";"MRS";0,65;159,2;0,65;58;107,5;1
"w3z1k";"w3z1k";"Anyw";0,65;157,3;0,69;66;94,6;1
"Len";"Len";"FL.GC";0,65;128,6;0,57;61;87,6;1
"jubs";"jubs";"ASTRO.F";0,65;134,8;0,53;51;97,8;1
"PAP";"PAP";"LV
																			57RBB";0,65;156,5;0,56;59;101,1;1
"Mcfly";"Mcfly";"SNX.F";0,65;152,7;0,63;55;99;1
"JDN";"JDN";"X13";0,65;155,3;0,64;56;101,7;1
"Øutcast";"Øutcast";"Tetr";0,65;149,7;0,62;56;93;1
"INPA";"INPA";"SZ";0,65;151,8;0,67;67;101,4;1
"wOBBS";"wOBBS";"Ecle";0,65;148,6;0,6;56;100,6;1
"arjohn";"arjohn";"Phil";0,65;163;0,64;55;107,2;1
"spaz.1";"spaz";"IluZ";0,65;149,4;0,63;62;101,1;1
"alfa";"alfa";"Team";0,65;169,3;0,64;58;110,8;1
"tkitty";"tkitty";"DSRX";0,65;136,3;0,64;58;91,7;1
"PanNiKkK";"PanNiKkK";"CLIM";0,65;169,4;0,78;58;105,7;1
"Liquid";"Liquid";"EQX";0,65;153,8;0,73;59;116,2;1
"Alex";"Alex";"TLN";0,65;151,7;0,6;59;105,1;1
"SN0X";"SN0X";"QLASH";0,65;155,3;0,59;61;103,7;1
"Marco.1";"Marco";"BJE";0,65;141,4;0,6;60;94,4;1
"vee";"vee";"Ador";0,65;153,2;0,63;48;101,9;1
"Karuna";"Karuna";"Asto";0,65;171,8;0,59;66;118,8;2
"hugetroller";"hugetroller";"viki";0,65;141,3;0,57;65;101,8;1
"ATOM";"ATOM";"EKO";0,65;131;0,53;56;82,1;1
"Yagami16k";"Yagami16k";"Mustang";0,65;184,8;0,65;56;112,1;1
"chachi";"chachi";"AURA";0,65;142,2;0,61;61;93,2;1
"Degrees";"Degrees";"Akum";0,65;156,4;0,6;64;106,3;1
"Lyt";"Lyt";"God";0,65;139,1;0,51;49;88,9;1
"DaNN";"DaNN";"ATS";0,65;157,5;0,67;61;107,2;1
"HIGH3R";"HIGH3R";"UBI";0,64;147,7;0,59;64;92,7;1
"X4Ebananafone";"4Ebananafone";"Zelo";0,64;159;0,65;56;106,9;1
"HenryS";"HenryS";"Ahji";0,64;155,5;0,51;68;102;1
"Marty";"Marty";"ETT";0,64;163,5;0,47;57;118,7;1
"keruse";"keruse";"Boom";0,64;130,7;0,43;53;86,5;1
"cchrisM";"cchrisM";"Baec";0,64;126;0,51;60;80,7;1
"Lord";"Lord";"ruben
																			GT3";0,64;158,3;0,63;58;105,2;1
"dumin";"dumin";"BLD.A";0,64;137,1;0,55;54;97,9;1
"Suga";"Suga";"FSHR";0,64;155,6;0,59;57;105,8;1
"Shifty.1";"Shifty";"AME";0,64;136,8;0,56;60;88,8;1
"ysk";"ysk";"Free";0,64;160,6;0,62;55;103,9;1
"X2zzy";"2zzy";"E36";0,64;143,1;0,65;62;91,2;1
"rottjeN";"rottjeN";"Team";0,64;145,1;0,61;60;88,9;1
"Quager";"Quager";"HBOX";0,64;149;0,57;54;102,6;1
"Spook";"Spook";"New";0,64;141,4;0,53;58;98,4;1
"Tey";"Tey";"SUN7";0,64;162,5;0,58;61;102,7;1
"Twister1";"Twister1";"Avan";0,64;136,7;0,54;58;84,9;1
"he";"he";"simps me";0,64;137;0,5;62;81,8;1
"ETHAN";"ETHAN";"TRIDENT";0,64;134,3;0,45;68;88,9;1
"UnDrivable";"UnDrivable";"TRG";0,64;170;0,66;52;109,8;1
"raddy";"raddy";"eRa";0,64;154,8;0,62;60;103;1
"Kraken.1";"Kraken";"Ulti";0,64;202;0,74;63;125,2;2
"Dior";"Dior";"4RL.H";0,64;115,3;0,48;57;82,1;1
"Eclipsq";"Eclipsq";"frog";0,64;154,5;0,55;55;111,8;1
"gTTO";"gTTO";"3P";0,64;158,3;0,58;70;116,9;2
